Add Date,Ex-factory,Client Code,Client,Trim Size,Format,PP,Signature,Illustration,Binding Cat.,Binding,Job Amount,Invoiced Amount,Cost Price,Job Qty,Fold,Bind,Lam?,Foil?,UV?,Emboss?,Lam,Foil,Emboss,Spot UV,Text Stock Code 
30/01/2015 13:46,30/01/2015,clientB,AU,208x138,B+,240,240pp,N,PB,PERFECT,"1,350.00","1,350.00",804.97,400,N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,PUBLI-0320-100
30/01/2015 14:24,30/01/2015,clientA,Australia Pty Ltd,198x129,B,352,352pp,N,PB,PERFECT,"7,250.00","7,401.60","4,269.30","4,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
2/02/2015 13:54,2/02/2015,clientA,Australia Pty Ltd,208x135,B+,256,256pp,N,PB,PERFECT,5.03,52.8,166.39,40,N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0320-065
2/02/2015 14:28,2/02/2015,clientA,Australia Pty Ltd,233x154,C,360,360pp,N,PB,PERFECT,6.54,52.8,249.45,72,N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0320-065
5/02/2015 15:10,5/02/2015,clientA,Australia Pty Ltd,233x154,C,320,320pp,N,PB,PERFECT,0,66.12,372.85,140,N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBOW-0320-073
6/02/2015 10:49,6/02/2015,clientA,Australia Pty Ltd,233x154,C,368,368pp,N,PB,PERFECT,"1,638.00","1,638.00","1,215.43",400,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
9/02/2015 14:22,9/02/2015,clientA,Australia Pty Ltd,198x129,B,352,"288pp, 64pp",N,PB,PERFECT,"26,978.00","27,281.44","19,614.49","25,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-055
9/02/2015 14:26,9/02/2015,clientA,Australia Pty Ltd,198x129,B,360,"288pp, 72pp",N,PB,PERFECT,"14,091.00","14,317.57","9,185.31","10,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-055
9/02/2015 14:49,9/02/2015,clientB,AU,198x128,B,336,"288pp, 48pp",N,PB,PERFECT,"8,343.00","8,397.04","8,011.94","10,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
9/02/2015 14:49,9/02/2015,clientA,Australia Pty Ltd,198x129,B,180,"144pp, 36pp",N,PB,PERFECT,"8,498.96","8,593.12","4,917.49","8,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0855-055
9/02/2015 15:09,9/02/2015,clientA,Australia Pty Ltd,198x129,B,180,"144pp, 36pp",N,PB,PERFECT,"7,133.00","7,225.34","4,381.33","6,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0855-055
9/02/2015 15:22,9/02/2015,clientB,AU,198x128,B,264,"192pp, 64pp, 1 x 8pp",Y,PB,PERFECT,"9,711.00","9,866.71","8,604.67","10,000",Done,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
9/02/2015 15:27,9/02/2015,clientA,Australia Pty Ltd,198x129,B,216,216pp,N,PB,PERFECT,"9,456.96","9,690.57","6,079.57","8,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-055
9/02/2015 16:10,9/02/2015,clientA,Australia Pty Ltd,198x129,B,352,352pp,N,PB,PERFECT,"10,012.00","10,256.75","6,059.99","5,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-055
9/02/2015 17:30,9/02/2015,clientA,Australia Pty Ltd,233x154,C,480,480pp,N,PB,PERFECT,"6,941.00","6,941.00","4,102.87","1,500",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0980-065
10/02/2015 7:31,10/02/2015,clientA,Australia Pty Ltd,233x154,C,464,"432pp, 2 x 16pp",Y,PB,PERFECT,"12,417.00","12,583.05","8,672.24","3,000",Done,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBOW-0980-073
10/02/2015 11:36,10/02/2015,clientB,AU,198x128,B,208,"192pp, 16pp",N,PB,BURST,"4,350.00","4,459.50","3,338.32","1,500",Done,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,BEHAPS-0635-1010-115
10/02/2015 12:48,10/02/2015,clientB,AU,198x128,B,320,"288pp, 32pp",N,PB,PERFECT,"2,715.00","2,763.52","2,333.41","1,500",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
10/02/2015 13:19,10/02/2015,clientB,AU,198x128,B,360,"288pp, 72pp",N,PB,PERFECT,"3,154.00","3,166.46","2,807.54","2,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
10/02/2015 14:12,10/02/2015,clientB,AU,198x128,B,416,"384pp, 32pp",N,PB,PERFECT,"3,567.00","3,646.50","3,185.58","2,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
11/02/2015 9:27,11/02/2015,clientA,Australia Pty Ltd,233x154,C,320,320pp,N,PB,PERFECT,"3,263.00","3,263.00","2,171.23","1,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
11/02/2015 9:56,11/02/2015,clientA,Australia Pty Ltd,233x154,C,336,"288pp, 16pp, 2 x 16pp",Y,PB,PERFECT,"7,366.00","7,429.72","5,190.32","1,500",Done,N/A ,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBOW-0980-073
11/02/2015 10:19,11/02/2015,clientA,Australia Pty Ltd,233x154,C,208,208pp,N,PB,PERFECT,"2,562.00","2,562.00","1,588.64","1,000",N/A ,N/A ,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBOW-0980-073
11/02/2015 10:43,11/02/2015,clientA,Australia Pty Ltd,227x152,C,232,"216pp, 1 x 16pp",Y,PB,PERFECT,"1,026.00","1,026.00",766.24,300,N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
11/02/2015 11:20,11/02/2015,clientA,Australia Pty Ltd,233x154,C,272,272pp,N,PB,PERFECT,"1,765.00","1,765.00","1,062.81",650,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
11/02/2015 12:37,11/02/2015,clientA,Australia Pty Ltd,198x129,B,484,"288pp, 144pp, 36pp, 16pp",Y,PB,PERFECT,"10,695.00","10,872.39","6,921.90","4,000",Done,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-1140-050
11/02/2015 12:52,11/02/2015,clientA,Australia Pty Ltd,178x111,A,544,544pp,N,PB,PERFECT,650,650,559.77,200,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
11/02/2015 13:16,11/02/2015,clientA,Australia Pty Ltd,178x111,A,528,528pp,N,PB,PERFECT,375,375,377.24,100,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
11/02/2015 13:31,11/02/2015,clientB,AU,198x128,B,336,"288pp, 48pp",N,PB,PERFECT,"5,098.00","5,179.62","4,710.01","5,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
11/02/2015 14:27,11/02/2015,clientA,Australia Pty Ltd,198x129,AB,416,416pp,N,PB,PERFECT,407,407,402.22,100,N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0320-050
11/02/2015 14:42,11/02/2015,clientA,Australia Pty Ltd,198x129,AB,416,416pp,N,PB,PERFECT,407,407,402.22,100,N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0320-050
11/02/2015 15:18,11/02/2015,clientA,Australia Pty Ltd,198x129,AB,400,400pp,N,PB,PERFECT,413,413,399.87,100,N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0320-055
12/02/2015 14:38,12/02/2015,clientA,Australia Pty Ltd,233x154,C,272,272pp,N,PB,PERFECT,"1,784.00","1,784.00","1,151.10",500,N/A ,N/A ,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0980-065
12/02/2015 15:01,12/02/2015,clientB,AU,198x128,B,288,288pp,N,PB,PERFECT,"2,905.00","3,085.00","2,904.05","3,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-055
12/02/2015 15:25,12/02/2015,clientB,AU,216x135,C,304,"256pp, 48pp",N,PB,PERFECT,"5,790.00","5,790.00","4,174.90","3,003",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
13/02/2015 8:20,13/02/2015,clientA,Australia Pty Ltd,198x129,B,432,432pp,N,PB,PERFECT,"6,477.00","6,649.61","3,538.63","3,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
13/02/2015 9:08,13/02/2015,clientB,AU,198x128,B,160,"96pp, 64pp",N,PB,PERFECT,"4,456.00","4,514.79","3,392.18","5,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
13/02/2015 13:42,13/02/2015,clientA,Australia Pty Ltd,198x129,B,176,176pp,N,PB,PERFECT,927,927,639.36,500,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-055
13/02/2015 16:44,13/02/2015,clientA,Australia Pty Ltd,198x129,B,232,232pp,N,PB,PERFECT,396,396,390.01,150,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
13/02/2015 17:39,13/02/2015,clientA,Australia Pty Ltd,227x152,C,248,"144pp, 64pp, 1 x 8pp, 2 x 16pp",Y,PB,PERFECT,"6,831.99","6,978.03","5,679.30","3,000",Done,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBOW-0980-073
16/02/2015 7:04,16/02/2015,clientA,Australia Pty Ltd,198x129,B,252,"216pp, 36pp",N,PB,PERFECT,"12,659.00","12,714.19","8,918.72","10,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0855-055
16/02/2015 12:49,16/02/2015,clientA,Australia Pty Ltd,198x129,B,528,528pp,N,PB,PERFECT,"6,556.00","6,556.00","3,473.11","2,500",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
16/02/2015 14:12,16/02/2015,clientA,Australia Pty Ltd,233x154,C,384,384pp,N,PB,PERFECT,"11,303.00","11,407.04","7,959.33","4,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBOW-0980-073
16/02/2015 15:30,16/02/2015,clientA,Australia Pty Ltd,198x129,B,324,"288pp, 36pp",N,PB,PERFECT,"8,022.00","8,118.57","5,238.08","6,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-1140-050
16/02/2015 16:16,16/02/2015,clientA,Australia Pty Ltd,233x154,C,432,432pp,N,PB,PERFECT,"15,644.00","16,063.60","11,315.37","6,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
17/02/2015 8:04,17/02/2015,clientB,AU,198x128,B,416,"384pp, 32pp",N,PB,PERFECT,"5,939.00","6,025.09","5,921.16","4,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-055
17/02/2015 8:13,17/02/2015,clientB,AU,198x128,B,416,"384pp, 32pp",N,PB,PERFECT,"5,939.00","6,089.23","5,921.16","4,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-055
17/02/2015 9:25,17/02/2015,clientB,AU,198x128,B,144,"96pp, 48pp",N,PB,PERFECT,"2,081.70","2,120.26","2,400.16","2,700",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
17/02/2015 14:45,17/02/2015,clientA,Australia Pty Ltd,198x129,B,480,480pp,N,PB,PERFECT,"38,269.00","38,503.62","24,441.57","25,000",N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBO-1140-050
17/02/2015 16:37,17/02/2015,clientA,Australia Pty Ltd,233x154,C,336,336pp,N,PB,PERFECT,"13,712.02","13,977.56","10,212.46","7,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
18/02/2015 9:02,18/02/2015,clientA,Australia Pty Ltd,233x154,C,344,344pp,N,PB,PERFECT,0,38,251.56,75,N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0320-065
18/02/2015 15:12,18/02/2015,clientA,Australia Pty Ltd,208x135,B+,256,"240pp, 16pp",N,HB,CASEPERF,"16,275.00","16,667.69","11,977.96","6,000",Done,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0855-055
18/02/2015 16:10,18/02/2015,clientB,AU,198x128,B,592,"576pp, 16pp",N,PB,PERFECT,"7,807.00","7,830.17","6,269.98","3,000",N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-1140-065
20/02/2015 15:40,20/02/2015,clientB,AU,198x128,B,276,"96pp, 144pp, 36pp",N,PB,PERFECT,"4,404.00","4,454.89","3,328.86","2,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0855-065
20/02/2015 17:05,20/02/2015,clientA,Australia Pty Ltd,233x154,C,352,352pp,N,PB,PERFECT,5.03,52.8,182.69,40,N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0320-065
23/02/2015 11:15,23/02/2015,clientB,AU,208x138,B+,336,336pp,N,PB,PERFECT,"4,904.00","4,973.12","4,439.94","2,400",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0915-065
23/02/2015 11:46,23/02/2015,clientA,Australia Pty Ltd,233x154,C,352,352pp,N,PB,PERFECT,"9,235.00","9,549.68","5,336.79","3,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
23/02/2015 15:04,23/02/2015,clientA,Australia Pty Ltd,233x154,C,336,336pp,N,PB,PERFECT,"22,092.00","22,092.00","17,109.32","12,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBOW-0980-073
23/02/2015 15:07,23/02/2015,clientB,AU,198x128,B,400,"384pp, 16pp",N,PB,PERFECT,"4,623.99","4,742.87","4,537.05","3,500",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
24/02/2015 15:01,24/02/2015,clientA,Australia Pty Ltd,233x154,C,320,320pp,N,PB,PERFECT,"3,807.20","3,807.20","2,471.02","1,200",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
25/02/2015 11:14,25/02/2015,clientB,AU,208x138,B+,240,240pp,N,PB,PERFECT,980,980,582.72,252,N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,PUBLI-0320-100
25/02/2015 14:40,25/02/2015,clientA,Australia Pty Ltd,208x135,B+,944,"912pp, 32pp",N,PB,PERFECT,"32,674.50","32,111.20","23,220.34","10,000",N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0855-055
25/02/2015 15:12,25/02/2015,clientB,AU,198x128,B,456,"384pp, 48pp, 24pp (2 x 8pp -mono & 8pp 4c)",Y,PB,PERFECT,"5,400.00","5,366.60","4,581.41","1,500",Done,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
27/02/2015 13:58,27/02/2015,clientA,Australia Pty Ltd,233x154,C,320,320pp,N,PB,PERFECT,"2,118.00","2,118.00","1,322.76",750,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
3/03/2015 12:33,3/03/2015,clientA,Australia Pty Ltd,233x154,C,336,336pp,N,PB,PERFECT,"4,702.00","4,916.80","3,047.98","1,500",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBOW-0980-073
3/03/2015 15:39,3/03/2015,clientB,AU,229x153,C,384,12x32 perfecting,N,PB,BURST,"68,345.10","69,756.33","560,108.18","30,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0675-1000-065
4/03/2015 9:37,4/03/2015,clientA,Australia Pty Ltd,233x154,C,368,368pp,N,PB,PERFECT,"1,846.00","1,846.00","1,448.52",500,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
4/03/2015 9:54,4/03/2015,clientA,Australia Pty Ltd,198x129,B,192,192pp,N,PB,PERFECT,424,424,400.22,200,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
4/03/2015 10:08,4/03/2015,clientA,Australia Pty Ltd,198x129,B,208,208pp,N,PB,PERFECT,662,662,518.6,400,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
4/03/2015 10:29,4/03/2015,clientA,Australia Pty Ltd,198x129,B,336,"320pp, 1 x 16pp",Y,PB,PERFECT,"1,078.00","1,078.00",640.95,300,N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
4/03/2015 11:52,4/03/2015,clientA,Australia Pty Ltd,198x129,B,352,352pp,N,PB,PERFECT,"5,696.00","5,963.00","3,404.93","3,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
5/03/2015 8:55,5/03/2015,clientA,Australia Pty Ltd,233x154,C,392,"384pp, 1 x 8pp",Y,PB,PERFECT,"1,761.00","1,761.00","1,199.75",300,N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBOW-0980-073
5/03/2015 9:55,5/03/2015,clientA,Australia Pty Ltd,233x154,C,336,336pp,N,PB,PERFECT,0,83.32,253.83,75,N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBOW-0320-073
5/03/2015 11:46,5/03/2015,clientB,AU,198x128,B,240,"192pp, 48pp",N,PB,PERFECT,"2,198.50","2,231.47","1,803.80","1,500",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
5/03/2015 13:02,5/03/2015,clientB,AU,198x128,B,336,"288pp, 48pp",N,PB,PERFECT,"8,343.00","8,528.84","8,011.94","10,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-065
6/03/2015 12:09,6/03/2015,clientB,AU,198x128,B,576,576pp,N,PB,PERFECT,"5,560.50","5,654.92","4,455.35","1,500",N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-1140-065
6/03/2015 14:26,6/03/2015,clientB,AU,198x128,B,504,504pp,N,PB,PERFECT,"4,243.50","4,391.49","2,963.91","1,500",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
6/03/2015 15:01,6/03/2015,clientB,AU,198x128,B,408,408pp,N,PB,PERFECT,"2,970.00","3,097.40","1,899.79","1,500",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
6/03/2015 15:38,6/03/2015,clientB,AU,198x128,B,544,544pp,N,PB,PERFECT,"3,212.00","3,339.35","2,354.36","1,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
6/03/2015 16:15,6/03/2015,clientB,AU,198x128,B,304,304pp,N,PB,PERFECT,"2,362.00","2,466.34","1,524.43","1,500",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
10/03/2015 7:48,10/03/2015,clientB,AU,198x128,B,328,328pp,N,PB,PERFECT,"2,197.00","2,290.00","1,445.12","1,300",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
10/03/2015 8:23,10/03/2015,clientB,AU,198x128,B,368,368pp,N,PB,PERFECT,"2,408.00","2,516.55","1,569.65","1,300",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
10/03/2015 9:47,10/03/2015,clientA,Australia Pty Ltd,198x129,B,400,400pp,N,PB,PERFECT,"7,231.00","7,566.16","4,098.54","3,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-055
10/03/2015 10:10,10/03/2015,clientA,Australia Pty Ltd,178x111,A,320,320pp,N,PB,PERFECT,798,798,701.11,500,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-055
10/03/2015 10:21,10/03/2015,clientB,AU,160x128,B,276,"96pp, 144pp, 36pp",N,PB,PERFECT,"5,665.00","5,803.06","3,512.43","2,500",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,PUBLIM-0855-100
10/03/2015 10:26,10/03/2015,clientA,Australia Pty Ltd,233x154,C,352,"336pp, 1 x 16pp",Y,PB,PERFECT,"1,001.00","1,001.00",772.61,200,N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBOW-0320-073
10/03/2015 10:59,10/03/2015,clientA,Australia Pty Ltd,178x111,A,240,240pp,N,PB,PERFECT,292,292,346.67,100,N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
10/03/2015 11:17,10/03/2015,clientA,Australia Pty Ltd,198x129,B,344,344pp,N,PB,PERFECT,"1,760.00","1,760.00","1,372.12",750,N/A ,N/A ,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0980-055
10/03/2015 11:45,10/03/2015,clientA,Australia Pty Ltd,181x111,A,144,144pp,N,PB,PERFECT,546,546,611,200,N/A ,N/A ,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0980-055
10/03/2015 12:41,10/03/2015,clientB,AU,160x128,B,276,"96pp, 144pp, 36pp",N,PB,PERFECT,"5,080.00","5,197.00","3,371.57","2,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,PUBLIM-0855-100
10/03/2015 14:55,10/03/2015,clientB,AU,198x128,B,144,144pp,N,PB,PERFECT,"1,047.00","1,087.00",715.13,"1,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
10/03/2015 15:24,10/03/2015,clientB,AU,198x128,B,144,144pp,N,PB,PERFECT,"1,047.00","1,087.00",715.13,"1,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
10/03/2015 15:57,10/03/2015,clientB,AU,198x128,B,144,144pp,N,PB,PERFECT,"1,047.00","1,087.00",715.13,"1,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
10/03/2015 16:45,10/03/2015,clientA,Australia Pty Ltd,233x154,C,320,320pp,N,PB,PERFECT,"3,263.00","3,284.77","2,191.94","1,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-0980-065
11/03/2015 7:35,11/03/2015,clientA,Australia Pty Ltd,208x135,B+,208,208pp,N,PB,PERFECT,35.72,57.25,416.97,250,N/A ,N/A ,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0980-055
11/03/2015 10:22,11/03/2015,clientA,Australia Pty Ltd,198x129,B,252,"216pp, 36pp",N,PB,PERFECT,"15,602.00","15,889.79","10,459.82","20,000",N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0855-055
12/03/2015 8:51,12/03/2015,clientA,Australia Pty Ltd,233x154,C,320,320pp,N,PB,PERFECT,0,54.39,265.86,90,N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0320-065
13/03/2015 6:49,13/03/2015,clientA,Australia Pty Ltd,198x129,B,352,"288pp, 64pp",N,PB,PERFECT,"22,592.00","22,726.90","16,140.89","20,000",N/A ,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBSH-1140-055
13/03/2015 8:04,13/03/2015,clientA,Australia Pty Ltd,233x154,C,352,"336pp, 16pp",N,PB,PERFECT,"13,387.02","13,489.88","10,514.59","6,000",N/A ,Done,FALSE,FALSE,FALSE,FALSE,N/A ,N/A ,N/A ,N/A ,NORBSH-0980-065
13/03/2015 13:37,13/03/2015,clientA,Australia Pty Ltd,233x154,C,352,"336pp, 1 x 16pp",Y,PB,PERFECT,"24,349.00","24,906.79","15,173.42","12,000",Done,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBOW-0980-073
16/03/2015 7:05,16/03/2015,clientA,Australia Pty Ltd,233x154,C,332,"288pp, 32pp, 1x12pp",Y,PB,PERFECT,"10,517.98","10,767.88","8,513.75","4,500",Done,Done,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBOW-0980-073
16/03/2015 8:07,16/03/2015,clientA,Australia Pty Ltd,198x129,B,432,432pp,N,PB,PERFECT,"13,128.01","13,284.55","9,005.75","7,000",N/A ,N/A ,TRUE,FALSE,FALSE,FALSE,Done,N/A ,N/A ,N/A ,NORBO-0980-050
